,y,text,text_pt,contains_url,word_count,target,predictions
2307,positive,This new partnership agreement represents a significant milestone for both parties .,Este novo acordo de parceria representa um marco significativo para ambas as partes.,False,13,2,positive
478,neutral,Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,"As chamadas para a mesa telefônica e os serviços de diretório diminuíram significativamente, pois nossos funcionários agora têm informações de contato atualizadas de todos os seus colegas e clientes em seus telefones e podem fazer a chamada diretamente.",False,38,1,neutral
4438,positive,"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .","A corretora destaca a Cargotec como sua ação preferencial no setor, uma vez que é uma aposta pura na movimentação global de cargas e contêineres, e espera que desempenhe um papel ativo na consolidação do setor.",False,36,2,positive
943,positive,"Exel Composites ' long-term growth prospects remain favourable , however .","As perspectivas de crescimento de longo prazo da Exel Composites permanecem favoráveis, no entanto.",False,14,2,positive
2583,neutral,The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,"A empresa tem cerca de 410 funcionários e um faturamento anual de EUR 65,4 milhões. O Vaahto Group está listado na Nordic Exchange em Helsinque.",False,25,1,neutral
2002,positive,"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .","Taxas de câmbio favoráveis também contribuíram para vendas líquidas mais altas '', disse o CEO Kari Kauniskangas.",False,17,2,positive
3830,neutral,"The Filter Tips cover the volume range from 0.1-1200 -l including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -l volume capacities .","As pontas de filtro cobrem a faixa de volume de 0,1-1200-l, incluindo novos tamanhos para capacidades de volume de 10, 20, 100-120, 200, 300, 1000 e 1200-l.",False,27,1,neutral
3525,neutral,BM4 middle layer headbox will be equipped with a dilution control system .,A caixa de entrada da camada intermediária BM4 será equipada com um sistema de controle de diluição.,False,17,1,neutral
4197,neutral,Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,O Sr. Kari Stadigh continuará como Presidente do Conselho e o Sr. Matti Arteva como Vice-Presidente.,False,16,1,neutral
2681,neutral,This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,Esta solução é uma extensão da solução de mediação online existente fornecida anteriormente pela Comptel e IBM.,False,17,1,neutral
3253,neutral,The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .,A Lei de Insolvência regula o valor da dívida que os mutuários podem cancelar.,False,14,1,neutral
3128,neutral,"Tecnomen 's system features a new range of value-added services for prepaid and post-paid billing , charging and rating of voice calls , data traffic , or any kind of content services in both mobile and fixed networks .","O sistema da Tecnomen apresenta uma nova gama de serviços de valor agregado para faturamento pré-pago e pós-pago, cobrança e classificação de chamadas de voz, tráfego de dados ou qualquer tipo de serviço de conteúdo em redes móveis e fixas.",False,40,1,positive
4494,neutral,"Typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings .","Os usos finais típicos incluem estruturas de telhado, pisos, paredes e tetos, estruturas não visíveis em veículos, embalagens e caixas, estruturas de canteiros de obras, cercas e abrigos e fôrmas com um número limitado de vazamentos de concreto.",False,38,1,neutral
236,positive,"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .","As vendas líquidas da Nokia Multimedia totalizaram 5,7 bilhões de euros, um aumento de 45% em relação ao período correspondente em 2005.",False,22,2,positive
1101,neutral,The right margin will be viewed separately in detail with every customer .,A margem direita será vista separadamente em detalhes com cada cliente.,False,11,1,neutral
2074,neutral,"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 10,500 people .","As vendas da Cargotec totalizaram EUR 3,4 bilhões em 2008 e emprega aproximadamente 10.500 pessoas.",False,15,1,neutral
2166,positive,"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .","O lucro antes dos impostos totalizou 80,8 milhões de euros, em comparação com uma perda de 13,1 milhões de euros no período correspondente em 2009.",False,25,2,positive
3283,negative,"The number of permanent reductions of clerical workers is 22 employees , of which 19 in Finland .","O número de reduções permanentes de funcionários administrativos é de 22 empregados, dos quais 19 na Finlândia.",False,17,0,negative
847,positive,"In addition , Lehdentekijat Oy will start producing a new membership magazine , Viisas Raha ( Wise Money ) for the Association .","Além disso, Lehdentekijat Oy começará a produzir uma nova revista para membros, Viisas Raha (Wise Money) para a Associação.",False,19,2,neutral
848,positive,"In future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector .","No futuro, a empresa pretende buscar know-how de fora da empresa e cooperar com outros atores do setor.",False,18,2,neutral
3321,neutral,The purchase price was not disclosed .,O preço de compra não foi divulgado .,False,8,1,neutral
1200,neutral,"DnB Nord of Norway is the `` most likely Nordic buyer '' for Citadele , while Nordea would be a `` good strategic fit '' , according to the document published by Pietiek .","O DnB Nord da Noruega é o `` comprador nórdico mais provável '' da Citadele, enquanto o Nordea seria um `` bom ajuste estratégico '', de acordo com o documento publicado por Pietiek.",False,33,1,positive
3332,neutral,"The second variant offers complete final finishing of any selected apartment with foreign high quality materials ( Finland , Denmark , Germany , France ) .","A segunda variante oferece o acabamento final completo de qualquer apartamento selecionado com materiais estrangeiros de alta qualidade (Finlândia, Dinamarca, Alemanha, França).",False,22,1,neutral
362,positive,Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,A carteira de pedidos da Ruukki no final de 2010 cresceu 30% com relação ao ano anterior e 10% com relação ao trimestre anterior.,False,24,2,positive
707,positive,"Finnish industrial investor Panostaja Oyj OMX Helsinki : PNAAS OMX Helsinki : PNABS said on Friday 11 July that it has signed a deal to acquire the entire share capital of Kospa Oy , the manufacturer of waste disposal equipment .","Investidor industrial finlandês Panostaja Oyj OMX Helsinque: PNAAS OMX Helsinque: A PNABS disse na sexta-feira, 11 de julho, que assinou um acordo para adquirir a totalidade do capital social da Kospa Oy, fabricante de equipamentos de eliminação de resíduos.",False,39,2,positive
4621,negative,"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .","A quota de mercado de crédito do Sampo Bank foi de 13,6%, face a 14,4% no primeiro trimestre de 2008.",False,20,0,negative
2107,neutral,"In 2007 , almost two thirds of Orion 's net sales came from these drugs .","Em 2007, quase dois terços das vendas líquidas da Orion vieram desses medicamentos.",False,13,1,neutral
2090,positive,"Finnish financial software developer Basware Oyj said today it will provide its invoice automation ( IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 .",O desenvolvedor finlandês de software financeiro Basware Oyj disse hoje que fornecerá sua solução de automação de faturas (IA) para uma grande empresa de varejo não identificada nos EUA em um negócio no valor de mais de 300.000 euros.,False,39,2,positive
2950,neutral,"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .","A Incap, com sede em Oulu, Finlândia, é um fabricante terceirizado de eletrônicos com cerca de 750 funcionários na Finlândia, Estônia e Índia.",False,23,1,neutral
1241,neutral,"In addition to the presentations held by President & CEO Kai Telanne and CFO Tuomas Itkonen , participants will have an opportunity to discuss with other members of the company 's management .","Além das apresentações realizadas pelo Presidente e CEO Kai Telanne e pelo CFO Tuomas Itkonen, os participantes terão a oportunidade de discutir com outros membros da administração da empresa.",False,29,1,neutral
1292,neutral,Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .,O Conselho de Administração da Okmetic também decidiu sobre um novo programa de participação acionária dirigido à alta administração da empresa.,False,21,1,neutral
4589,negative,HELSINKI ( AFX ) - KCI Konecranes said that Franklin Resources Inc 's share of voting rights in the Finnish cranes company fell last week to 4.65 pct from more than 9 pct in October 2005 .,"HELSINKI (AFX) - A KCI Konecranes disse que a participação dos direitos de voto da Franklin Resources Inc na empresa finlandesa de guindastes caiu na semana passada para 4,65 por cento, de mais de 9 por cento em outubro de 2005.",False,41,0,negative
524,positive,"The subscriptions increase Cargotec 's share capital by EUR 27,060 .",As subscrições aumentam o capital social da Cargotec em EUR 27.060.,False,11,2,positive
3512,neutral,Around 50 percent of the world 's ro-ro fleet is over 25 years old and needs to be scrapped for environmental reasons .,Cerca de 50 por cento da frota ro-ro mundial tem mais de 25 anos e precisa ser descartada por razões ambientais.,False,21,1,neutral
397,neutral,Pohjola could increase its stake to 45 % in 2013 .,Pohjola pode aumentar sua participação para 45% em 2013.,False,9,1,positive
831,positive,"Finnish financial solutions developer Basware Corporation ( OMX Helsinki BAS1V ) said on Tuesday ( 23 September ) that it will deliver a complete Invoice Automation solution to a large US engineering , construction and technical services organization .","A desenvolvedora finlandesa de soluções financeiras Basware Corporation (OMX Helsinki BAS1V) disse na terça-feira (23 de setembro) que entregará uma solução completa de automação de faturas para uma grande organização de serviços técnicos, de construção e engenharia dos EUA.",False,39,2,positive
3333,neutral,The secondary antenna can also be used for reception of the high power signal of the radar to calibrate the transmission channels of the radar . '',A antena secundária também pode ser usada para recepção do sinal de alta potência do radar para calibrar os canais de transmissão do radar. '',False,25,1,neutral
1532,neutral,"In the Baltics , the merger of the businesses of the two is expected to be completed in early 2008 .","No Báltico, a fusão das empresas dos dois deve ser concluída no início de 2008.",False,15,1,neutral
124,positive,"The circuit 's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days .","A taxa de produção geral do circuito em uma base semanal é agora superior a uma média de 40.000 toneladas por dia, com volumes acima de 50.000 toneladas por dia sendo alcançados em dias individuais.",False,35,2,positive
3989,negative,Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,"O lucro por ação (EPS) totalizou uma perda de 0,05 euros.",False,11,0,negative
3441,neutral,"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .","A Votorantim Celulose e Papel (VCP) faz parte do Grupo Votorantim, um importante conglomerado brasileiro.",False,15,1,neutral
3925,neutral,These share transactions are part of the company 's strategy of relinquishing assets that are not part of its core business .,Essas transações de ações fazem parte da estratégia da empresa de devolver ativos que não fazem parte de seu negócio principal.,False,21,1,neutral
131,positive,- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,"- O lucro operacional aumentou 26,9% para EUR 105,8 (83,4) milhões.",False,11,2,positive
403,neutral,"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .","O shopping faz parte do projeto de desenvolvimento Baltic Pearl na cidade de São Petersburgo, onde a Baltic Pearl CJSC, uma subsidiária da Shanghai Foreign Joint Investment Company, está desenvolvendo casas para 35.000 pessoas.",False,34,1,neutral
3148,neutral,"The Bank of +_land acquired the private banking business , asset management , and share brokerage business of Kaupthing Sweden in early 2009 .","O Bank of + _land adquiriu os negócios de banco privado, gestão de ativos e corretagem de ações da Kaupthing Suécia no início de 2009.",False,25,1,neutral
4714,negative,"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .","Em janeiro-novembro de 2009, as vendas do grupo totalizaram EUR 7.801,7 milhões, o que representa uma queda de 12,6% em relação ao mesmo período de 2008.",False,26,0,negative
1947,neutral,`` I see my new post as an inspiring challenge .,`` Eu vejo minha nova postagem como um desafio inspirador.,False,10,1,neutral
4652,negative,"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .","O desenvolvedor finlandês de soluções de software financeiro BasWare Oyj disse que seu lucro líquido caiu para 884.000 euros (US $ 1,2 milhão) no primeiro trimestre de 2007, de 2,0 milhões de euros (US $ 2,7 milhões) um ano antes.",False,40,0,negative
159,positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .","O lucro operacional e as vendas líquidas para o período de 12 meses aumentaram, respectivamente, de EUR 20,8 milhões e EUR177,7 milhões, em comparação com o ano financeiro de 2004.",False,30,2,positive
991,positive,These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,"Essas mudanças moderadas, mas significativas, resultaram em uma redução significativa de 24-32% no risco estimado de DCV.",False,17,2,positive
824,positive,"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group .","Citigroup, Inc (NYSE: C) anunciou que seu negócio de Global Transaction Services (GTS) recebeu um novo mandato do Pohjola Bank Group, com sede na Finlândia.",False,25,2,positive
360,positive,"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .","A receita de julho a setembro cresceu 21 por cento, para EUR 2,3 bilhões, disse a empresa finlandesa na quinta-feira.",False,20,2,positive
2501,neutral,Most of the dividend will go to the Grimaldi family .,A maior parte dos dividendos irá para a família Grimaldi.,False,10,1,neutral
4699,negative,The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,"As vendas do segmento Tiimari caíram 4,0% ano-a-ano para EUR3,3 milhões em junho de 2010.",False,15,0,negative
3417,neutral,"Under the contract , Ericsson will more than double the number of radio base stations in the Elisa network over the coming year .","De acordo com o contrato, a Ericsson vai mais que dobrar o número de estações rádio-base da rede Elisa no próximo ano.",False,22,1,positive
4103,negative,Possible personnel reductions concern approximately 104 people .,As possíveis reduções de pessoal dizem respeito a aproximadamente 104 pessoas.,False,11,0,negative
4612,negative,"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .","Budapeste, 10 de agosto MTI - A fabricante de eletrônicos finlandesa Elcoteq vai demitir 700 trabalhadores em suas fábricas em Pecs S Hungria no final de setembro por causa da queda de pedidos, disse o diretor de comunicações da unidade local da Elcoteq, Zoltan Krippl à MTI na segunda-feira.",False,49,0,negative
1227,neutral,"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .","O goodwill e outros ativos intangíveis respondem por cerca de 2,0 milhões de euros (US $ 2,6 milhões) do preço de compra, 20 por cento dos quais pagáveis em ações da Aspo.",False,32,1,neutral
1330,neutral,Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,"O Shuweihat 2 começou em julho de 2008, quando o projeto foi concedido a empreiteiros de dessalinização e energia.",False,19,1,neutral
1050,neutral,"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .","Master of Mayawas desenvolvido conjuntamente pela Nokia Siemens Networks e UFA - FremantleMedia, e será anunciado ativamente pela Maxis no final de maio de 2007.",False,25,1,neutral
4050,negative,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .","O prejuízo operacional totalizou EUR 0,8 milhões, em comparação com um lucro de EUR 3,9 milhões um ano antes.",False,19,0,negative
2790,neutral,An EU law on the issue may be introduced around 2010 .,Uma lei da UE sobre o assunto pode ser introduzida por volta de 2010.,False,14,1,neutral
3334,neutral,"The Segu companies and PKC 's Polish unit will form a business servicing the western European markets with `` annual sales of about hundred million '' and about 2,500 employees , the Finnish company 's CEO , Harri Suutari , said .","As empresas Segu e a unidade polonesa da PKC formarão um negócio atendendo aos mercados da Europa Ocidental com ""vendas anuais de cerca de cem milhões"" e cerca de 2.500 funcionários, disse o CEO da empresa finlandesa, Harri Suutari.",False,39,1,positive
4439,positive,"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .","A reestruturação cria uma organização mais eficiente com maior foco operacional e lucratividade estável, e leva a uma produção mais eficiente, disse Bo Annvik, diretor de Inox Especiais.",False,28,2,positive
1163,neutral,Also Chile is an important market area for forest machine companies .,"Além disso, o Chile é uma importante área de mercado para empresas de máquinas florestais.",False,15,1,neutral
34,positive,10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,"10 de fevereiro de 2011 - A empresa de mídia finlandesa Sanoma Oyj HEL: SAA1V disse ontem que seu lucro líquido de 2010 quase triplicou para EUR 297,3 milhões de EUR107,1 milhões para 2009 e anunciou uma proposta para um aumento no pagamento.",False,43,2,positive
1056,neutral,"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken .","Neste Oil, embora os resultados de sua planta de demonstração de biomassa para 3 líquidos, comissionada em junho de 2009, tenham sido promissores, nenhuma decisão sobre uma planta comercial foi tomada.",False,31,1,neutral
133,positive,"`` The priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' CEO Hannu Krook said .","""A prioridade para 2009 era fortalecer o balanço patrimonial da empresa e aumentar o fluxo de caixa"", disse o CEO Hannu Krook.",False,22,2,positive
756,positive,Demand was brisk as expected and order levels have remained high .,A demanda foi rápida como o esperado e os níveis de pedidos permaneceram altos.,False,14,2,positive
4575,neutral,"The highest growth would be in China , while weakening demand would continue in North America , UPM said .","O maior crescimento será na China, enquanto o enfraquecimento da demanda continuará na América do Norte, disse a UPM.",False,19,1,negative
603,positive,LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .,LONDRES MarketWatch - A Nokia nok disse que ganhou um contrato de serviços de cinco anos para administrar as operações de rede da Hutchison Essar em nove locais na Índia.,False,30,2,positive
2483,positive,"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 .","A Ixonos estima que contratará 20 especialistas em engenharia mecânica, projeto eletrônico e P&D para sua nova unidade em Jyvaeskylae até o final de 2009.",False,25,2,neutral
896,positive,The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,A empresa disse ter observado uma atual estabilização dos preços e que há potencial para preços mais altos para entregas no primeiro trimestre de 2011.,False,25,2,positive
3882,neutral,"The solution is demonstrated on a tablet developed by Aava Mobile as a multi-window system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side .","A solução é demonstrada em um tablet desenvolvido pela Aava Mobile como um sistema multi-janela, que permite o uso de vários aplicativos simultaneamente, por exemplo, a visualização de mensagens e calendário lado a lado.",False,34,1,neutral
3465,neutral,`` These developments partly reflect the government 's higher activity in the field of dividend policy . '',`` Estes desenvolvimentos refletem parcialmente a maior atividade do governo no campo da política de dividendos. '',False,17,1,neutral
1592,positive,Tekla will implement the renewal in software versions which will be introduced in spring 2011 .,A Tekla implementará a renovação em versões de software que serão introduzidas na primavera de 2011.,False,16,2,neutral
4749,positive,"According to the company , its operating profit , excluding non-recurring items , in the fourth quarter of 2009 was significantly better than expected , and also better than the figures for the fourth quarter of 2008 .","De acordo com a empresa, seu lucro operacional, excluindo itens não recorrentes, no quarto trimestre de 2009 foi significativamente melhor do que o esperado, e também melhor do que os números do quarto trimestre de 2008.",False,36,2,positive
4081,neutral,"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .","A cópia, republicação ou redistribuição do Conteúdo da AFX News, incluindo por enquadramento ou meios semelhantes, é expressamente proibida sem o consentimento prévio por escrito da AFX News.",False,28,1,neutral
2026,positive,Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,O autoatendimento e a automação têm um papel maior agora e os recursos globais da Fujitsu serão explorados com eficácia.,False,20,2,positive
1979,negative,"`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said .","""Condições de neve excepcionalmente fracas em quase todos os mercados afetaram nosso resultado do primeiro trimestre"", disse o presidente-executivo Roger Talermo.",False,21,0,negative
2788,neutral,"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan .","A aquisição da TeliaSonera seria a maior da France Telecom desde a compra da Orange plc em 2000 por 27,8 bilhões (US $ 55,1 bilhões) e criaria a quarta maior empresa de telecomunicações do mundo, atrás da AT&T Inc., Verizon Communications Inc. e NTT Corp .do Japão.",False,47,1,positive
763,positive,"In 2006 , Kone received an order from Aker Yards to supply 43 customised elevators for the very first Genesis cruise ship which is scheduled to be completed in 2009 .","Em 2006, a Kone recebeu um pedido da Aker Yards para fornecer 43 elevadores personalizados para o primeiro navio de cruzeiro Genesis, que está programado para ser concluído em 2009.",False,30,2,neutral
4255,neutral,The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,Os termos e condições do Stock Option Scheme 2004 estão disponíveis no site do Grupo.,False,15,1,neutral
2595,neutral,The Company turnover amounted to MEUR 27.9 in 2007 .,"O volume de negócios da Empresa ascendeu a 27,9 MEUR em 2007.",False,12,1,positive
3068,neutral,Pohjola will act as the manager of the issue and the bond will be listed on NASDAQ OMX Helsinki Ltd. .,Pohjola atuará como o gerente da emissão e o título será listado na NASDAQ OMX Helsinki Ltd..,False,17,1,neutral
3213,neutral,"The decision of the French Court relates to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said .","A decisão do tribunal francês diz respeito às reclamações apresentadas por vinte e um ex-funcionários da Aspocomp S.A.S, disse a empresa.",False,21,1,neutral
4483,neutral,"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland .","`` Método e sistema para controlar uma unidade de disco rígido usando uma interface física de cartão multimídia '' foi inventado por Marko Ahvenainen Ruutana, Finlândia.",False,26,1,neutral
2934,neutral,"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .","Em uma recente entrevista ao Financial Times (FT), o presidente do conselho da Sampo, Bjorn Wahlroos, disse que If P&C certamente estava à venda e o preço foi fixado em SEK 85 bilhões, confirmando declarações anteriores.",False,36,1,neutral
3073,neutral,"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .","A conversa sobre preços está na área de swaps do mercado intermediário mais 105 bps e os líderes são Barclays, BNPP, UBS e CBA.",False,24,1,neutral
3690,neutral,Our tools are specifically designed with the needs of both the business users and ICT experts in mind .,Nossas ferramentas são projetadas especificamente com as necessidades dos usuários de negócios e especialistas em TIC em mente.,False,18,1,neutral
4788,neutral,"Because expenditures must be justified to pass budget approval hurdles , we believe our RoP model can help make it easier for IT and IT security practitioners to make the business case for acquiring enabling security technologies and related control activities .","Como as despesas devem ser justificadas para passar pelos obstáculos de aprovação de orçamento, acreditamos que nosso modelo RoP pode ajudar a tornar mais fácil para os profissionais de TI e segurança de TI criar um caso de negócios para adquirir tecnologias de segurança habilitadoras e atividades de controle relacionadas.",False,50,1,neutral
1064,neutral,"Our solutions are fully Arabized , and our message is that we want to become the IT partner of choice for businesses in the Near-East region .",Nossas soluções são totalmente arabizadas e nossa mensagem é que queremos nos tornar o parceiro de TI preferido para empresas na região do Oriente Médio.,False,25,1,neutral
1826,neutral,Basic banking activities continued as normal .,As atividades bancárias básicas continuaram normalmente.,False,6,1,neutral
752,positive,"At the same time , sales development in Russia was boosted by the opening of Stockmann Nevsky Centre in St Petersburg .","Ao mesmo tempo, o desenvolvimento das vendas na Rússia foi impulsionado pela inauguração do Stockmann Nevsky Center em São Petersburgo.",False,20,2,positive
465,neutral,`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running .,`` Ruukki agora está incluído no DJSI World pelo segundo ano consecutivo e no DJSI STOXX europeu pelo terceiro ano consecutivo.,False,21,1,positive
2383,neutral,"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation .","Após a venda, Savcor Group Ltd passará a incluir Savcor ART, uma função corporativa e um investimento na Cencorp Corporation.",False,20,1,neutral
1711,positive,"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .","Provando que um bom design de celular é realmente uma obra de arte, o site do Nokia 6131 oferece uma tela colorida para a expressão de sentimentos inspirados no celular.",False,30,2,neutral
3024,negative,"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .","O Conciliador Nacional Juhani Salonius, que se encontrou com os dois partidos na quarta-feira, disse que eles estavam muito distantes em suas opiniões para que ele propusesse a mediação.",False,29,0,neutral
2325,neutral,Name of Company in which holdings have been acquired : Citycon Oyj 2 .,Nome da empresa em que foram adquiridas participações: Citycon Oyj 2.,False,11,1,neutral
807,positive,"The shopping center to be opened in St. Petersburg , Russia in November 2010 will turn the cash flow of Finnish department store chain Stockmann 's Russian operations positive for the first time in 2011 .","O shopping center a ser inaugurado em São Petersburgo, Rússia, em novembro de 2010, tornará o fluxo de caixa das operações russas da cadeia de lojas de departamentos finlandesa Stockmann positivo pela primeira vez em 2011.",False,36,2,positive
2860,negative,"Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .","Devido às condições de mercado, a empresa também irá demitir temporariamente cerca de 3.200 pessoas em diferentes locais.",False,18,0,negative
2004,neutral,"For 2009 , Incap expects revenue of some EUR 70 million .","Para 2009, o Incap espera uma receita de cerca de 70 milhões de euros.",False,14,1,neutral
305,positive,Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,"O fluxo de caixa das operações da Vacon cresceu para EUR 37,1 milhões, de EUR 21,9 milhões um ano atrás.",False,20,2,positive
54,positive,Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,"As ações da Nokia Corp. subiram na quinta-feira, depois que a fabricante de celulares disse que seus ganhos no terceiro trimestre quase dobraram e sua participação no mercado global de aparelhos aumentou.",False,32,2,positive
224,positive,"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .","(ADP News) - 11 de fevereiro de 2009 - O provedor de soluções de software de gerenciamento finlandês Ixonos Oyj (HEL: XNS1V) disse hoje que seu lucro líquido aumentou para EUR 3,5 milhões (US $ 4,5 milhões) em 2008, de EUR 3,1 milhões em 2007.",False,45,2,positive
755,positive,Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,Combinar esta profunda experiência de domínio com nosso ASM de gerenciamento de serviços de aplicativos e ofertas de serviços de terceirização agora provou ser uma combinação vencedora.,False,27,2,positive
3210,neutral,The deal includes an option for Cramo to buy out the minority stake in 2011 .,O negócio inclui uma opção para a Cramo comprar a participação minoritária em 2011.,False,14,1,neutral
597,positive,We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',Esperamos aumentar os volumes de tráfego com a inauguração do Freight One Scandinavia. '',False,14,2,positive
2316,neutral,"Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur , near Bangalore .","A Incap Contract Manufacturing realizará a fabricação desses contratos em sua fábrica em Tumkur, perto de Bangalore.",False,17,1,neutral
1335,neutral,"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .","O Nordea Bank (STO: NDA), com sede em Estocolmo, disse ontem que contratou Casper von Koskull para liderar sua unidade de banco comercial e de mercado de capitais a partir de 1º de setembro.",False,34,1,neutral
