,y,text,text_pt,contains_url,word_count,keywords_llama32
62,positive,"At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) .","Inicialmente, o contrato previa a construção de três ferryboats com opção de mais duas unidades, ainda confirmada por um valor total de 500 milhões de euros (US $ 645,8 milhões).",False,30,"Construção, Ferrovias, Investimento

*Justificativa:
 *   Construção: está diretamente relacionado ao conteúdo do texto, que menciona a construção de ferrovias;
*   Ferrovias: está relacionada à ideia de transporte de pessoas e mercadorias por meio de ferrovias; 
*   Investimento: está relacionada ao valor total previsto para a construção de mais duas unidades."
63,neutral,"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares .","Em junho, ela vendeu uma participação de 30 por cento para a Nordstjernan, e o grupo de investimento agora assumiu a opção de adquirir as ações restantes da EQT.",False,29,"Investimento, Acquisição, Participação

*Justificativa:
Investimento: está relacionado ao conteúdo do texto, que menciona a venda de uma participação para o grupo de investimento| 
Acquisição: está relacionada à opção de adquirir as ações restantes da EQT pelo grupo de investimento| 
Participação: está relacionada à ideia de que o grupo de investimento adquire uma participação na empresa, inicialmente com 30% e agora com a opção de completar a aquisição."
64,positive,"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko .","DIVULGAÇÃO DA BOLSA DE VALORES DA KESKO CORPORATION 28.02.2008 AT 09.30 1 (1) A Kesko Corporation e a Aspo plc assinaram hoje um acordo pelo qual a Aspo adquire o capital social da Kauko-Telko Ltd, uma subsidiária detida a 100% pela Kesko.",False,42,"Bolsa de Valores, Investimento, Aquisição

*Justificativa:
Bolsa de Valores: está diretamente relacionada ao conteúdo do texto, que menciona a divulgação da bolsa de valores da KESKO Corporation;
Investimento: está relacionado à ideia de aquisição e transferência de capital social das empresas envolvidas;
Aquisição: está relacionada ao acordo assinado entre a Aspo e a Kesko, que envolve a compra do capital social da Kauko-Telko Ltd."
65,positive,Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an agreement for a one-year syndicated credit facility for a total of EUR 1.5 billion .,"Sponda Plc Stock Exchange Release 5 de dezembro de 2006 em 15,45 EUR 1,5 BILHÕES FACILIDADE DE CRÉDITO SINDICADO PARA SPONDA Sponda assinou um contrato para uma linha de crédito sindicalizada de um ano no valor total de EUR 1,5 bilhão.",False,41,"Sponda, Crédito, Linha"
66,neutral,STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,ANÚNCIO DE BOLSA DE AÇÕES 20 de julho de 2006 1 (1) ASSINATURAS DE AÇÕES BASWARE COM GARANTIAS E AUMENTO DO CAPITAL SOCIAL Um total de 119 850 ações foram subscritas com o Programa de Warrant BasWare.,False,37,"Ações, Investimento, Bônus"
67,positive,"The contract covers HDO platform , AC800 and CXE880 optical Fttb nodes designed to increase the forward and return path capacity of the transmission networks .","O contrato cobre a plataforma HDO, nós Fttb ópticos AC800 e CXE880 projetados para aumentar a capacidade de encaminhamento e retorno das redes de transmissão.",False,25,"Fiber Optico, Telecomunicação, Concessao

*Justificativa:
*   Fiber Óptica: está presente no conteúdo do texto, que menciona a plataforma HDO, nós Fttb ópticos AC800 e CXE880 projetados para aumentar a capacidade de encaminhamento e retorno das redes de transmissão.
*   Telecomunicação: está relacionada ao conteúdo do texto, que menciona as redes de transmissão em questão.
*   Concessão: está presente no conteúdo do texto, que menciona um contrato que cobre a plataforma HDO, nós Fttb ópticos AC800 e CXE880."
68,neutral,The new plant is planned to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .,A nova usina está planejada para ter uma capacidade de geração de eletricidade de até 350 megawatts (MW) e a mesma capacidade de geração de calor.,False,26,"Megawatt, Energia, Usina

*Justificativa:*
 
 * Megawatt: está presente no conteúdo do texto como uma unidade de medida de capacidade de geração de eletricidade e calor.
 
 * Energia: está relacionada ao conteúdo do texto, que menciona a capacidade de geração de eletricidade e calor da nova usina.
 
 * Usina: está diretamente relacionada ao contexto do texto, que fala sobre uma nova instalação para gerar eletricidade e calor."
69,positive,"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .","O índice OMX Helsinki 25 subiu 0,92 por cento para 2.518,67 e o índice de portfólio Helsinki CAP foi 0,91 por cento mais alto para 4.711,19.",False,26,"Índice, Ação, Portfólio

*Justificativa:
 *Índice: está diretamente relacionada ao conteúdo do texto, que menciona índices de ações e portfólios.
*Ação: está relacionada à ideia de investimento em ações, embora não seja explicitamente mencionada no texto, mas sim nos índices.
*Portfólio: está relacionada ao conteúdo do texto, que menciona o índice de portfólio Helsinki CAP."
70,neutral,"- So , the sales growth of cars considerably influence on the tires market '' .","- Então, o crescimento das vendas de carros influencia bastante no mercado de pneus ''.",False,15,"Carro, Vendas, Mercado

*Justificativa:

*   Carro: está diretamente relacionada ao conteúdo do texto que menciona o crescimento das vendas de carros
*   Vendas: está relacionada à ideia de aumento no comércio, que é um aspecto importante para qualquer mercado.
*   Mercado: está relacionada ao contexto em que as vendas de carros estão influenciando, que é o mercado."
71,neutral,"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",Um máximo de 666.104 novas ações podem ser subscritas pelo exercício de opções B de acordo com o plano de opção de ações de 2004.,False,25,"Ações, Opções, Planejamento

* Justificativa:
Ações: está diretamente relacionada ao conteúdo do texto, que menciona um máximo de novas ações que podem ser subscritas pelo exercício de opções B.
Opções: está relacionada à ideia de plano de opção de ações e ao exercício de opções B.
Planejamento: está relacionada ao plano de opção de ações de 2004, que menciona um máximo de novas ações."
72,neutral,"As a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of EUR 15,665.20 .","Como resultado da emissão de ações, o número de ações da empresa aumenta em 391.630 ações e o capital social em um total de EUR 15.665,20.",False,26,"Ações, Capital, Emissão

*Justificativa:
*Ações: está diretamente relacionada ao conteúdo do texto, que menciona o aumento no número de ações da empresa| 
*Capital: está relacionada à parte financeira do conteúdo do texto, que se refere ao aumento do capital social da empresa|
*Emissão: está relacionada à atividade descrita no início do texto, que menciona a emissão de ações como resultado do aumento do capital social."
73,neutral,"Finnish real estate investor Sponda Plc said on Wednesday 12 March that it has signed agreements with Danske Bank A-S , Helsinki Branch for a 7-year EUR150m credit facility and with Ilmarinen Mutual Pension Insurance Company for a 7-year EUR50m credit facility .","A investidora imobiliária finlandesa Sponda Plc disse na quarta-feira, 12 de março, que assinou acordos com o Danske Bank A-S, sucursal de Helsinque para uma linha de crédito de EUR 150 milhões de 7 anos e com a Ilmarinen Mutual Pension Insurance Company para uma linha de crédito de EUR 50 milhões de 7 anos.",False,55,"Finlândia, Crédito, Investimento

* Justificativa:
 * Finlândia: está diretamente relacionada ao conteúdo do texto, que menciona a Sponda Plc como uma investidora imobiliária finlandesa.
 * Crédito: está relacionado à informação sobre os acordos de crédito assinados pela Sponda Plc e o Danske Bank A-S.
 * Investimento: está relacionada à ação da Sponda Plc em assinar linhas de crédito para apoiar suas operações."
74,neutral,"On the route between Helsinki in Finland and Tallinn in Estonia , cargo volumes increased by 36 % , while cargo volumes between Finland and Sweden fell by 9 % .","Na rota entre Helsinque, na Finlândia, e Tallinn, na Estônia, os volumes de carga aumentaram 36%, enquanto os volumes de carga entre a Finlândia e a Suécia caíram 9%.",False,29,"Cargo, Carga, Volume 

*Justificativa:* 
Cargo: está relacionada ao conteúdo do texto, que menciona o aumento ou diminuição dos volumes de carga nas rotas específicas; 
Carga: está relacionada à ideia de movimentação e transporte de mercadorias; 
Volume: está relacionada à medida da quantidade de carga transportada, indicando uma tendência no aumento ou redução das cargas nas rotas entre as cidades."
75,neutral,"Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments , divestments and redelivery of excess tonnage .","Outras medidas incluíram sinergias crescentes e economias de escala dentro do Grupo Grimaldi e ajustes de pessoal, desinvestimentos e devolução de tonelagem excedente.",False,23,"Grimaldi, Economia, Desinvestimento"
76,positive,"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters .","A Rinkuskiai aumentou as vendas em 18,1%, para 1,37 milhão de litros, enquanto as vendas de Kauno Alus cresceram 14,3%, para 960.000 litros.",False,23,"Vendas, Crescimento, Comércio

* Justificativa:
 * Vendas: está diretamente relacionada ao conteúdo do texto, que menciona as vendas das empresas Rinkuskiai e Kauno Alus.
 * Crescimento: está relacionada à ideia de aumento nas vendas das duas empresas.
 * Comércio: está relacionada ao contexto em que as vendas são discutidas, indicando uma atividade comercial."
77,neutral,"The 718,430 new Series A shares will become subject to trading on the Helsinki Stock Exchange 's Main List , together with the old Series A shares , on July 3 , 2006 .","As 718.430 novas ações da Série A estarão sujeitas à negociação na Lista Principal da Bolsa de Valores de Helsinque, juntamente com as antigas ações da Série A, em 3 de julho de 2006.",False,34,"Ações, Investimento, Negociação

*Justificativa:
 
    Ações: está diretamente relacionada ao conteúdo do texto, que menciona as novas ações da Série A.
    
    Investimento: está relacionada à ideia de compra e venda de ações, uma das formas de investimento.

    Negociação: está relacionada ao processo pelo qual as ações são compradas e vendidas."
78,neutral,The fuel purchase contracts have been signed with three months ' delivery from this September to November .,"Os contratos de compra de combustível foram assinados com três meses de entrega, de setembro a novembro deste ano.",False,19,"Comprimento, Contrato, Entrega

*   Justificativa: 
    Comprimento: está relacionado ao período de tempo em que os contratos são válidos.
    Contrato: está diretamente relacionado ao conteúdo do texto, que menciona a assinatura de contratos de compra de combustível.
    Entrega: está relacionada à data de finalização do serviço ou produto, nesse caso, a entrega dos contratos."
79,neutral,Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,"A Tiimari opera 194 lojas em seis países - incluindo seu principal mercado finlandês - e gerou um faturamento de 76,5 milhões de euros em 2005.",False,26,"Empresas, Finanças, Comércio

*Justificativa:
 * Empresas: está relacionada ao conteúdo do texto, que menciona a Tiimari como uma empresa com lojas em vários países.
 * Finanças: está relacionada à mención da receita de 76,5 milhões de euros em 2005, o que é um indicador financeiro importante.
 * Comércio: está relacionado ao fato de a Tiimari operar lojas em vários países, o que é uma atividade comercial."
80,positive,Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,"Sob este acordo, a Biohit torna-se um fornecedor focado em pipetadores e pontas de pipetadoras descartáveis para clientes VWR em toda a Europa.",False,23,"Biohit, Fornecedores, Pipetadores

*Justificativa:
 *Biohit: está diretamente relacionada ao conteúdo do texto, que menciona a Biohit como um fornecedor de produtos para a empresa VWR.
 *Fornecedores: está relacionada à ideia deBiohit como um provedor de serviços e produtos para o cliente.
 *Pipetadores: está relacionada ao produto específico que a Biohit fornece para o cliente, VWR."
81,positive,"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .","A combinação de todos os serviços nos permite oferecer uma cadeia de serviços complexa e reforçada não apenas limitada às conexões portuárias do Báltico, mas também para obter acesso à Rede Grimaldi mundial no Mediterrâneo, África e América do Norte ``, diz Uwe Bakosch.",False,44,"Conexão, Serviços, Redes

*Justificativa:
 Conexão: está relacionada ao conteúdo do texto que fala sobre a combinação de serviços para oferecer uma cadeia de serviços complexa.
 Serviços: está diretamente relacionado ao conteúdo do texto, que menciona a possibilidade de oferecer serviços não apenas nos portos balcânicos, mas também em outras regiões do mundo| 
 Rede: está relacionada à ideia de acesso à Rede Grimaldi mundial, que é um serviço importante para a cadeia de conexões proposta."
82,neutral,No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .,Nenhum ponto cego vindo de um ponto de vantagem permite que os investigadores vejam toda a história em alta resolução sem vídeo ininterrupto.,False,23,"Cinematografia, Investigaçao, Tecnologia

*Justificativa:* 
Cinematografia: está presente no conteúdo do texto, que menciona vídeo ininterrupto como uma ferramenta para os investigadores| 
Investigação: está relacionada à ideia de análise e descoberta da história| 
Tecnologia: está presente no contexto, especialmente na menção a ""vídeo ininterrupto"", que pode ser considerado um meio tecnológico."
83,positive,"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .","A empresa ainda espera que seu faturamento em 2010 aumente ligeiramente em relação ao nível de 2009, acrescentando que `` a previsibilidade do mercado ainda é muito pobre para previsões confiáveis sobre o desenvolvimento do mercado do negócio de manufatura por contrato durante o ano corrente ''.",False,47,"Previsibilidade, Desenvolvimento, Mercado

* Justificativa:
 - Previsibilidade: está relacionada à dificuldade da empresa em prever as tendências do mercado e fazer previsões confiáveis sobre o desenvolvimento do negócio.
 - Desenvolvimento: está relacionada ao crescimento esperado da empresa em 2010, comparado ao ano anterior, bem como às expectativas de seu faturamento.
 - Mercado: está relacionada à compreensão da empresa que as previsões sobre o mercado são incertas e que não é possível fazer previsões confiáveis."
84,positive,The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,A aquisição aumentará consideravelmente as vendas e a posição da Kemira no mercado de revestimentos da indústria de metal da Rússia.,False,21,"Aquisição, Vendas, Posição

*Justificativa:

Aquisição: está diretamente relacionada ao conteúdo do texto, que menciona a aquisição como um evento importante para o mercado.

Vendas: está relacionada à ideia de que a aquisição aumentará as vendas da Kemira.

Posição: está relacionada à ideia de que a aquisição aumentará a posição da Kemira no mercado de revestimentos da indústria de metal."
85,positive,"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .","Em janeiro-setembro de 2007, as vendas líquidas da Finnlines aumentaram para EUR 505,4 milhões de EUR 473,5 milhões no período correspondente em 2006.",False,23,"Vendas, Finlândia, Crescimento

*Justificativa:

*   Vendas: está diretamente relacionada ao conteúdo do texto, que menciona o aumento das vendas líquidas da Finnlines;
*   Finlândia: está relacionada à localização do negócio Finnlines e ao contexto geográfico do texto;
*   Crescimento: está relacionada ao aumento das vendas líquidas da Finnlines em comparação com o período anterior."
86,positive,"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .","Ajustado pelas mudanças na estrutura do Grupo, as vendas líquidas da Divisão aumentaram 1,7%.",False,14,"Vendas, Crescimento, Divisão

 *Justificativa:
 - Vendas: está diretamente relacionada ao conteúdo do texto que menciona a aumento das vendas líquidas da Divisão.
 - Crescimento: está relacionado ao aumento percentual de 1,7% nas vendas líquidas da Divisão.
 - Divisão: está relacionada à unidade específica do Grupo cujo conteúdo foi afetado pela mudança na estrutura."
87,positive,"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars .","""A mudança otimizará a eficiência operacional de nosso negócio em crescimento"", disse Julia Prohaska, diretora de comunicações de marketing da Fiskars.",False,21,"Mudança, Eficiência, Crescimento

*Justificativa:
    Mudança: está presente no contexto da afirmação da diretora da Fiskars, que relaciona a mudança a uma melhoria na eficiência operacional do negócio em crescimento.
    Eficiência: é um conceito diretamente relacionado à ideia de otimizar a eficiência operacional mencionada na afirmação da diretora da Fiskars.
    Crescimento: está presente no contexto da afirmação da diretora, que menciona o negócio em crescimento e a mudança como uma medida para melhorar sua eficiência."
88,positive,"`` They would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said Sunrise Valley director Andrius Bagdonas .","`` Eles iriam investir não apenas na infraestrutura física, mas também forneceriam know-how para gerenciar e desenvolver parques científicos e tecnológicos '', disse o diretor de Sunrise Valley, Andrius Bagdonas.",False,30,"Parque Científico, Tecnologia, Investimento 

*Justificativa:* 
Parque Científico: está relacionado ao conteúdo do texto, que menciona a possibilidade de investir em parques científicos e tecnológicos.
Tecnologia: está diretamente relacionada ao conteúdo do texto, que menciona a ideia de investimento na tecnologia e o fornecimento de know-how para gerenciar e desenvolver parques científicos e tecnológicos.
Investimento: está relacionado à ideia de investir não apenas na infraestrutura física, mas também em parques científicos e tecnológicos."
89,positive,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .","4 de fevereiro de 2011 - A fornecedora finlandesa de sistemas de comunicação de dados em banda larga Teleste Oyj HEL: TLT1V viu seu lucro líquido saltar para EUR 2,1 milhões no último trimestre de 2010 de EUR 995.000 no mesmo período de 2009.",False,44,"Lucro, Fornecedor, Finlândia

*Justificativa:*

*   Lucro: está diretamente relacionado ao conteúdo do texto, que menciona o aumento do lucro líquido da Teleste Oyj no último trimestre de 2010|  
*   Fornecedor: está relacionada à empresa Teleste Oyj, que é uma fornecedora de sistemas de comunicação de dados em banda larga|
*   Finlândia: está relacionada ao país de origem da empresa Teleste Oyj"
90,positive,Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,"O lucro operacional do Grupo Aktia finlandês aumentou para EUR 17,5 milhões no primeiro trimestre de 2010, de EUR 8,2 milhões no primeiro trimestre de 2009.",False,26,"Lucro, Finanças, Aumento

*Justificativa:
    Lucro: está diretamente relacionado ao conteúdo do texto, que menciona o lucro operacional do Grupo Aktia em um determinado período| 
    Finanças: está relacionada à ideia de análise financeira e relatórios de lucros|
    Aumento: está relacionada ao crescimento ou melhoria no lucro operacional do Grupo Aktia em comparação com o período anterior"
91,positive,Finnish Bank of +_land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,"O lucro operacional líquido consolidado do Finnish Bank of + _land aumentou de EUR 4,8 milhões no primeiro trimestre de 2005 para EUR 6,4 milhões no primeiro trimestre de 2006.",False,30,"Lucro, Crescimento, Finanças

*Justificativa:
    *   Lucro: está presente na descrição do aumento do lucro operacional líquido consolidado da Finnish Bank of +_land no primeiro trimestre de 2005 e 2006.
    *   Crescimento: está relacionada ao aumento do lucro operacional líquido consolidado, indicando um crescimento na rentabilidade da instituição financeira.
    *   Finanças: está presente na referência à ""Finnish Bank of +_land"", que é uma instituição financeira."
92,positive,"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .","O grupo financeiro finlandês Aktia reporta lucro operacional de EUR 44,4 milhões em janeiro-setembro de 2009, acima dos EUR 37,3 milhões no período correspondente em 2008.",False,26,"Finanças, Lucro, Operações

*Justificativa:*

*   Finanças: está diretamente relacionada ao conteúdo do texto, que menciona o grupo financeiro Aktia e suas finanças.
*   Lucro: está relacionado à informação sobre o lucro operacional da Aktia em janeiro-setembro de 2009.
*   Operações: está relacionado ao conceito de lucro operacional, que é uma medida do desempenho das operações de um empresa."
93,positive,"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .","O provedor finlandês de alta tecnologia Vaahto Group reporta vendas líquidas de EUR 41,8 milhões no período contábil de setembro de 2007 a fevereiro de 2008, um aumento de 11,2% em relação ao ano anterior.",False,35,"Tecnologia, Crescimento, Vendas

*Justificativa:* 
*   Tecnologia: está diretamente relacionada ao conteúdo do texto, que menciona a empresa Vaahto Group como um provedor de alta tecnologia.
*   Crescimento: está relacionada à ideia de aumento percentual nas vendas líquidas em relação ao ano anterior (11,2%).
*   Vendas: está relacionada ao conteúdo do texto, que menciona as vendas líquidas da empresa como um valor específico (EUR 41,8 milhões)."
94,positive,Net sales of Finnish food industry company L+∆nnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,"As vendas líquidas das operações contínuas da empresa finlandesa da indústria de alimentos L + ∆nnen Tehtaat aumentaram 13% em 2008 para EUR 349,1 milhões, de EUR 309,6 milhões em 2007.",False,31,"Alimentos, Indústria, Vendas

*Justificativa:*
 - Alimentos: está diretamente relacionada ao conteúdo do texto, que menciona a indústria de alimentos da empresa finlandesa L + ∆nnen Tehtaat;
 - Indústria: está relacionada à categoria em que a empresa L + ∆nnen Tehtaat opera;
 - Vendas: está relacionada à informação sobre o aumento das vendas líquidas das operações contínuas da empresa."
95,positive,An individual promotion also generated slightly higher-than-expected revenues .,Uma promoção individual também gerou receitas ligeiramente superiores às esperadas.,False,10,"Promoção, Receita, Superior"
96,positive,Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,A Biohit já atende muitos clientes atuais da Genesis e a base de clientes deve se expandir como resultado deste acordo.,False,21,"Biohit, Genética, Expansão

*Justificativa:*

*   Biohit: está diretamente relacionada ao conteúdo do texto, que menciona o Biohit como uma empresa e o acordo com a Genesis.
*   Genética: está relacionada à ideia de base de clientes da Biohit que atende aos clientes da Genesis.
*   Expansão: está relacionada ao plano de expansão do número de clientes da Biohit como resultado do acordo com a Genesis."
97,positive,"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .","O lucro operacional e o volume de negócios no período de três meses aumentaram, respetivamente, de EUR 0,9 me EUR 8,3 m, em comparação com o período correspondente em 2005.",False,30,"Lucro, Negócios, Volume

*Justificativa:
-Lucro: está relacionado ao aumento do lucro operacional mencionado no texto.
-Negócios: está relacionada à comparação entre os volumes de negócios dos períodos de três meses e 2005.
-Volume: está relacionada ao aumento do volume de negócios nos períodos de três meses."
98,positive,Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,A receita de circulação aumentou 5% na Finlândia e 4% na Suécia em 2008.,False,14,"Circulação, Receita, Taxa

*Justificativa:

Circulação: está relacionada ao conteúdo do texto, que menciona a ideia de aumento na receita de circulação em dois países.

Receita: está diretamente relacionada ao conteúdo do texto, que menciona o aumento da receita em 2008.

Taxa: está relacionada à ideia de percentual utilizado para expressar o aumento da receita, como 5% e 4%."
99,positive,Clothing chain Sepp+∆l+∆ 's net sales increased by 7.0 % to EUR 30.8 mn .,"As vendas líquidas da cadeia de confecções Sepp + ∆l + ∆ aumentaram 7,0% para 30,8 milhões de euros.",False,19,"Vendas, Crescimento, Confecções

*Justificativa:
- Vendas: está diretamente relacionada ao conteúdo do texto que menciona as vendas líquidas da cadeia de confecções Sepp + ∆l + ∆;
- Crescimento: está relacionado à ideia de aumento das vendas líquidas, com um aumento de 7,0% para 30,8 milhões de euros.
- Confecções: está relacionada ao setor a que faz parte a cadeia de confecções Sepp + ∆l + ∆."
100,positive,Construction volumes meanwhile grow at a rate of 10-15 percent annually .,"Enquanto isso, os volumes de construção crescem a uma taxa de 10-15% ao ano.",False,14,"Construção, Taxa, Aumento

*Justificativa:
 Construção: está relacionada ao conteúdo do texto que menciona os volumes de construção.
Taxa: está diretamente relacionada ao conteúdo do texto, que fala sobre a taxa de crescimento dos volumes de construção.
Aumento: está relacionada ao conteúdo do texto, que menciona o aumento dos volumes de construção."
101,positive,Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .,Os mercados de construção finlandês e sueco ainda estão experimentando um crescimento anual estimado de 4% em 2008.,False,18,"Crescimento, Mercado, Construção"
102,positive,"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .","No entanto, Biohit estima que suas vendas líquidas totais continuarão a crescer em 2009 e que as tendências favoráveis nas vendas líquidas levarão a um lucro em 2009.",False,28,"Vendas, Crescimento, Lucro

*Justificativa:*

*   Vendas: está diretamente relacionada ao conteúdo do texto, que menciona as estimativas de vendas líquidas totais da Biohit| 
*   Crescimento: está relacionada à ideia de que as vendas líquidas continuarão a crescer em 2009| 
*   Lucro: está relacionada à expectativa de lucro para o ano de 2009, devido às tendências favoráveis nas vendes líquidas."
103,positive,"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .","Em 2009, o fluxo de caixa da Fiskars das atividades operacionais totalizou EUR121 milhões, acima dos EUR97 milhões no ano anterior.",False,21,"Fluxo de Caixa, Receita, Atividades Operacionais

*Justificativa:
 Fluxo de Caixa: está diretamente relacionada ao conteúdo do texto, que menciona o fluxo de caixa da Fiskars em um ano específico.
 Receita: está relacionada à forma como o fluxo de caixa é expresso no texto, mostrando a receita da empresa.
 Atividades Operacionais: está relacionada ao contexto geral do texto, que descreve as atividades financeiras da Fiskars."
104,positive,"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .","Na Lituânia, o lucro operacional aumentou para EUR 190.000 de EUR 70.000 no período correspondente em 2005.",False,17,"Lucro, Operacional, Aumento

*Justificativa:* 

*   Lucro: está diretamente relacionada ao conteúdo do texto que menciona o lucro operacional da Lituânia.
*   Operacional: está relacionado à ideia de lucro como uma atividade dentro da empresa
*   Aumento: está relacionada ao aumento do lucro durante o período correspondente em 2005"
105,positive,"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .","No quarto trimestre de 2008, as vendas líquidas aumentaram 2% para EUR 1.050,7 milhões de EUR 1.027,0 milhões no quarto trimestre de 2007.",False,23,"Vendas, Líquidas, Aumento

*Justificativa:
 *   Vendas: está diretamente relacionada ao conteúdo do texto, que menciona as vendas líquidas como um indicador de desempenho da empresa.
 *   Líquidas: está relacionada à expressão ""vendas líquidas"", que é um conceito econômico usado para descrever as receitas netas das empresas.
 *   Aumento: está relacionada ao resultado positivo do compareamento entre os trimestres de 2008 e 2007."
106,positive,"International sales rose by 59.8 % to EUR 1,244.4 mn .","As vendas internacionais aumentaram 59,8% para EUR 1.244,4 milhões.",False,9,"Vendas, Crescimento, Exportações

*Justificativa:*

 Vendas: está diretamente relacionada ao conteúdo do texto, que menciona o aumento das vendas internacionais;
Crescimento: está relacionado à ideia de aumento nas vendas e ao valor total alcançado;
Exportações: está relacionada ao contexto de vendas internacionais."
107,neutral,Kalmar Espana generated net sales of some 11.3 mln euro $ 14.8 mln in 2005 .,"A Kalmar Espana gerou vendas líquidas de cerca de 11,3 milhões de euros, US $ 14,8 milhões em 2005.",False,19,"Espanha, Finanças, Vendas

*Justificativa:
Espanha: está diretamente relacionada ao conteúdo do texto, que menciona a Kalmar Espana como uma empresa espanhola.
Finanças: está relacionada à ideia de vendas líquidas da empresa em 2005.
Vendas: está relacionada ao conteúdo do texto, que menciona as vendas líquidas geradas pela Kalmar Espana."
108,positive,Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,As vendas líquidas cresceram no período para x20ac 402 milhões de $ 585US milhões de x20ac 401 milhões em 2006.,False,20,"Vendas, Crescimento, Milhões

*Justificativa:

 * Vendas: está diretamente relacionada ao conteúdo do texto que menciona as vendas líquidas| 
 * Crescimento: está relacionado à ideia de aumento das vendas líquidas| 
 * Milhões: está relacionada ao valor em moeda dos resultados financeiros apresentados no texto"
109,positive,Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,"As vendas líquidas aumentaram para EUR655 milhões em abril a junho de 2010, de EUR438 milhões um ano antes.",False,19,"Vendas, Crescimento, Líquidas

*Justificativa:
* Vendas: está diretamente relacionada ao conteúdo do texto, que menciona o valor das vendas líquidas em abril a junho de 2010| 
* Crescimento: está relacionada à ideia de aumento do valor das vendas líquidas em comparação com um ano antes| 
* Líquidas: está relacionada ao tipo de vendas mencionadas no texto, que são as vendas líquidas, que é um conceito financeiro usado para descrever a receita gerada por uma empresa."
